chapter,section,symbol,offset,offset_expr,page,page_end,name
41,2.61.4,CFDRMPTRb,0x0924,0x0924 + 0x004C * b (b = 0 to 7),2778,2779,RX Message Buffer Pointer Registers (b = 0 to 15)
41,2.61.5,CFDRMFDSTSb,0x0928,0x0928 + 0x004C * b (b = 0 to 7),2779,2780,RX Message Buffer CANFD Status Registers (b = 0 to 15)
41,2.61.6,CFDRMDFb_p,0x092C,"0x092C + 0x004C * b + 0x0004 * p (b = 0 to 7, p = 0 to 15)",2780,2780,"RX Message Buffer Data Field p Registers (p = 0 to 15, b = 0 to 15)"
41,2.61.8,CFDRFIDb,0x0520,0x0520 + 0x004C * b,2782,2783,RX FIFO Access ID Register b (b = 0 to 1)
41,2.61.10,CFDRFFDSTSb,0x0528,0x0528 + 0x004C * b,2783,2784,RX FIFO Access CANFD Status Register b (b = 0 to 1)
41,2.61.9,CFDRFPTRb,0x0524,0x0524 + 0x004C * b,2783,2783,RX FIFO Access Pointer Register b (b = 0 to 1)
41,2.61.11,CFDRFDFb_p,0x052C,0x052C + 0x004 * p + 0x04C * b,2784,2785,"RX FIFO Access Data Field p Register b (p = 0 to 15, b = 0 to 1)"
41,2.61.13,CFDCFID,0x05B8,0x05B8,2786,2787,Common FIFO Access ID Register
41,2.61.14,CFDCFPTR,0x05BC,0x05BC,2787,2788,Common FIFO Access Pointer Register
41,2.61.15,CFDCFFDCSTS,0x05C0,0x05C0,2788,2790,Common FIFO Access CANFD Control/Status Register
41,2.61.16,CFDCFDFp,0x05C4,0x05C4 + 0x004 * p,2790,2791,Common FIFO Access Data Field p Registers (p = 0 to 15)
41,2.61.18,CFDTMIDb,0x0604,0x0604 + 0x004C * b,2792,2793,TX Message Buffer ID Registers (b = 0 to 3)
41,2.61.19,CFDTMPTRb,0x0608,0x0608 + 0x004C * b,2793,2793,TX Message Buffer Pointer Register (b = 0 to 3)
41,2.61.20,CFDTMFDCTRb,0x060C,0x060C + 0x004C * b,2793,2795,TX Message Buffer CANFD Control Register (b = 0 to 3)
41,2.61.21,CFDTMDFb_p,0x0610,0x0610 + 0x004 * p + 0x004C * b,2795,2795,"TX Message Buffer Data Field Register (p = 0 to 15, b = 0 to 3)"
42,2.1,EC710CTL,0x00,0x00,2868,2871,ECC Control Register
42,2.2,EC710TMC,0x04,0x04,2871,2872,ECC Test Mode Control Register
42,2.3,EC710TED,0x0C,0x0C,2872,2872,ECC Test Substitute Data Register
42,2.4,EC710EAD0,0x10,0x10,2872,2873,ECC Error Address Register
43,2.1,SPDR,0x00,0x00,2881,2883,SPI Data Register
43,2.2,SPDECR,0x04,0x04,2883,2884,SPI Delay Control Register
43,2.3,SPCR,0x08,0x08,2884,2889,SPI Control Register
43,2.4,SPCR2,0x0C,0x0C,2889,2891,SPI Control Register 2
43,2.5,SPCR3,0x10,0x10,2891,2893,SPI Control Register 3
43,2.6,SPCMDm,0x14,0x14 + 0x04 * m,2893,2896,SPI Command Register (m = 0 to 7)
43,2.7,SPDCR,0x40,0x40,2896,2897,SPI Data Control Register
43,2.8,SPDCR2,0x44,0x44,2897,2898,SPI Data Control Register 2
43,2.9,SPSR,0x50,0x50,2898,2904,SPI Status Register
43,2.10,SPTFSR,0x58,0x58,2904,2904,SPI Transfer FIFO Status Register
43,2.11,SPRFSR,0x5C,0x5C,2904,2905,SPI Receive FIFO Status Register
43,2.12,SPPSR,0x60,0x60,2905,2905,SPI Polling Register
43,2.13,SPSRC,0x68,0x68,2905,2906,SPI Status Clear Register
43,2.14,SPFCR,0x6C,0x6C,2906,2906,SPI FIFO Clear Register
44,2.1.1,WRAPCFG,0x000,0x000,2988,2988,OSPI Wrapper Configuration Register
44,2.1.2,COMCFG,0x004,0x004,2988,2989,OSPI Common Configuration Register
44,2.1.3,BMCFGCHn,0x008,0x008 + 0x004 * n,2989,2990,"OSPI Bridge Map Configuration Register Chn (n = 0, 1)"
44,2.1.4,CMCFG0CSn,0x010,0x010 + 0x010 * n,2990,2991,"OSPI Command Map Configuration Register 0 CSn (n = 0, 1)"
44,2.1.5,CMCFG1CSn,0x014,0x014 + 0x010 * n,2991,2992,"OSPI Command Map Configuration Register 1 CSn (n = 0, 1)"
44,2.1.6,CMCFG2CSn,0x018,0x018 + 0x010 * n,2992,2993,"OSPI Command Map Configuration Register 2 CSn (n = 0, 1)"
44,2.1.7,LIOCFGCSn,0x050,0x050 + 0x004 * n,2993,2995,"OSPI Link I/O Configuration Register CSn (n = 0, 1)"
44,2.2.1,BMCTL0,0x060,0x060,2995,2996,OSPI Bridge Map Control Register 0
44,2.2.2,BMCTL1,0x064,0x064,2996,2996,OSPI Bridge Map Control Register 1
44,2.2.3,CMCTLCHn,0x0068,"0x0068 + 0x004 * n (n = 0, 1)",2996,2997,"OSPI Command Map Control Register CHn (n = 0, 1)"
44,2.2.4,CDCTL0,0x070,0x070,2997,2998,OSPI Command Manual Control Register 0
44,2.2.5,CDCTL1,0x074,0x074,2998,2998,OSPI Command Manual Control Register 1
44,2.2.6,CDCTL2,0x078,0x078,2998,2999,OSPI Command Manual Control Register 2
44,2.2.7,CDTBUFn,0x080,0x080 + 0x010 * n,2999,3000,OSPI Command Manual Type Buf n (n = 0 to 3)
44,2.2.8,CDABUFn,0x084,0x084 + 0x10 * n,3000,3000,OSPI Command Manual Address Buf n (n = 0 to 3)
44,2.2.9,CDD0BUFn,0x088,0x088 + 0x10 * n,3000,3001,OSPI Command Manual Data 0 Buf n (n = 0 to 3)
44,2.2.10,CDD1BUFn,0x08C,0x08C + 0x10 * n,3001,3001,OSPI Command Manual Data 1 Buf n (n = 0 to 3)
44,2.2.11,LPCTL0,0x100,0x100,3001,3002,OSPI Link Pattern Control Register 0
44,2.2.12,LPCTL1,0x104,0x104,3002,3003,OSPI Link Pattern Control Register 1
44,2.2.13,LIOCTL,0x108,0x108,3003,3004,OSPI Link I/O Control Register
44,2.2.14,CCCTL0CSn,0x130,0x130 + 0x020 * n,3004,3005,"OSPI Command Calibration Control Register 0 CSn (n = 0, 1)"
44,2.2.15,CCCTL1CSn,0x134,0x134 + 0x020 * n,3005,3006,"OSPI Command Calibration Control Register 1 CSn (n = 0, 1)"
44,2.2.16,CCCTL2CSn,0x138,0x138 + 0x020 * n,3006,3006,"OSPI Command Calibration Control Register 2 CSn (n = 0, 1)"
44,2.2.17,CCCTL3CSn,0x13C,0x13C + 0x020 * n,3006,3007,"OSPI Command Calibration Control Register 3 CSn (n = 0, 1)"
44,2.2.18,CCCTL4CSn,0x140,0x140 + 0x020 * n,3007,3007,"OSPI Command Calibration Control Register 4 CSn (n = 0, 1)"
44,2.2.19,CCCTL5CSn,0x144,0x144 + 0x020 * n,3007,3007,"OSPI Command Calibration Control Register 5 CSn (n = 0, 1)"
44,2.2.20,CCCTL6CSn,0x148,0x148 + 0x020 * n,3007,3008,"OSPI Command Calibration Control Register 6 CSn (n = 0, 1)"
44,2.2.21,CCCTL7CSn,0x14C,0x14C + 0x020 * n,3008,3008,"OSPI Command Calibration Control Register 7 CSn (n = 0, 1)"
44,2.2.22,RACTL,0x208,0x208,3008,3008,OSPI Register Access Control Register
44,2.2.23,MER,0x228,0x228,3008,3009,OSPI Map End Replace Register
44,2.3.1,COMSTT,0x184,0x184,3009,3010,OSPI Common Status Register
44,2.3.2,CASTTCSn,0x188,0x188 + 0x004 * n,3010,3010,"OSPI Calibration Status Register CSn (n = 0, 1)"
44,2.4.1,INTS,0x190,0x190,3011,3012,OSPI Interrupt Status Register
44,2.4.2,INTC,0x194,0x194,3012,3013,OSPI Interrupt Clear Register
44,2.4.3,INTE,0x198,0x198,3013,3014,OSPI Interrupt Enable Register
45,3.1,CONVAREAST,0x00,0x00,3049,3049,DOTF Conversion Area Start Address Register
45,3.2,CONVAREAD,0x04,0x04,3049,3050,DOTF Conversion Area End Address Register
46,2.1,SSICR,0x00,0x00,3056,3066,Control Register
46,2.2,SSISR,0x04,0x04,3066,3077,Status Register
46,2.3,SSIFCR,0x10,0x10,3077,3083,FIFO Control Register
46,2.4,SSIFSR,0x14,0x14,3083,3086,FIFO Status Register
46,2.5,SSIFTDR,0x18,0x18,3086,3089,Transmit FIFO Data Register
46,2.6,SSIFRDR,0x1C,0x1C,3089,3091,Receive FIFO Data Register
46,2.7,SSIOFR,0x20,0x20,3091,3094,Audio Format Register
46,2.8,SSISCR,0x24,0x24,3094,3095,Status Control Register
47,2.1,SD_CMD,0x000,0x000,3123,3124,Command Type Register
47,2.2,SD_ARG,0x008,0x008,3124,3125,SD Command Argument Register
47,2.3,SD_ARG1,0x00C,0x00C,3125,3125,SD Command Argument Register 1
47,2.4,SD_STOP,0x010,0x010,3125,3126,Data Stop Register
47,2.5,SD_SECCNT,0x014,0x014,3126,3127,Block Count Register
47,2.6,SD_RSPi,0x018,0x018 (SD_RSP10),3127,3127,"SD Card Response Register i (i = 10, 32, 54)"
47,2.7,SD_RSPj,0x01C,0x01C (SD_RSP1),3127,3128,"SD Card Response Register j (j = 1, 3, 5)"
47,2.8,SD_RSP76,0x030,0x030,3128,3128,SD Card Response Register 76
47,2.9,SD_RSP7,0x034,0x034,3128,3129,SD Card Response Register 7
47,2.10,SD_INFO1,0x038,0x038,3129,3132,SD Card Interrupt Flag Register 1
47,2.11,SD_INFO2,0x03C,0x03C,3132,3136,SD Card Interrupt Flag Register 2
47,2.12,SD_INFO1_MASK,0x040,0x040,3136,3137,SD INFO1 Interrupt Mask Register
47,2.13,SD_INFO2_MASK,0x044,0x044,3137,3138,SD INFO2 Interrupt Mask Register
47,2.14,SD_CLK_CTRL,0x048,0x048,3138,3139,SD Clock Control Register
47,2.15,SD_SIZE,0x04C,0x04C,3139,3139,Transfer Data Length Register
47,2.16,SD_OPTION,0x050,0x050,3139,3141,SD Card Access Control Option Register
47,2.17,SD_ERR_STS1,0x058,0x058,3141,3142,SD Error Status Register 1
47,2.18,SD_ERR_STS2,0x05C,0x05C,3142,3143,SD Error Status Register 2
47,2.19,SD_BUF0,0x060,0x060,3143,3144,SD Buffer Register
47,2.20,SDIO_MODE,0x068,0x068,3144,3145,SDIO Mode Control Register
47,2.21,SDIO_INFO1,0x06C,0x06C,3145,3146,SDIO Interrupt Flag Register
47,2.22,SDIO_INFO1_MASK,0x070,0x070,3146,3147,SDIO INFO1 Interrupt Mask Register
47,2.23,SD_DMAEN,0x1B0,0x1B0,3147,3148,DMA Mode Enable Register
47,2.24,SOFT_RST,0x1C0,0x1C0,3148,3148,Software Reset Register
47,2.25,SDIF_MODE,0x1CC,0x1CC,3148,3149,SD Interface Mode Setting Register
47,2.26,EXT_SWAP,0x1E0,0x1E0,3149,3149,Swap Control Register
48,2.1,CRCCR0,0x00,0x00,3181,3181,CRC Control Register 0
48,2.2,CRCCR1,0x01,0x01,3181,3182,CRC Control Register 1
48,2.3,CRCDIR,0x04,0x04,3182,3182,CRC Data Input Register
48,2.3,CRCDIR_BY,0x04,0x04,3182,3182,CRC Data Input Register
48,2.4,CRCDOR,0x08,0x08,3182,3183,CRC Data Output Register
48,2.4,CRCDOR_BY,0x08,0x08,3182,3183,CRC Data Output Register
48,2.4,CRCDOR_HA,0x08,0x08,3182,3183,CRC Data Output Register
48,2.5,CRCSAR,0x0C,0x0C,3183,3184,Snoop Address Register
49,2.2,PDCSTRTR,0x00,0x00,3196,3197,Channel Software Start Trigger Register
49,2.3,PDCSTPTR,0x04,0x04,3197,3197,Channel Software Stop Trigger Register
49,2.4,PDCCHGTR,0x08,0x08,3197,3198,Channel Software Change Trigger Register
49,2.5,PDCICR,0x0C,0x0C,3198,3199,Channel Interrupt Control Register
49,2.6,PDCSR,0x10,0x10,3199,3201,Channel Status Register
49,2.7,PDCSCR,0x14,0x14,3201,3201,Channel Status Clear Register
49,2.8,PDCSDCR,0x20,0x20,3201,3202,Channel Sound Detection Control Register
49,2.10,PDCDCR,0x28,0x28,3202,3203,Channel Data Clear Register
49,2.9,PDCDRCR,0x24,0x24,3202,3202,Channel Data Read Control Register
49,2.11,PDVR,0x80,0x80,3203,3203,Version Register
49,2.12,PDSTRTRCHn,0x100,0x100 + 0x100 * n,3203,3204,Software Start Trigger Register Channel n (n = 0 to 2)
49,2.13,PDSTPTRCHn,0x104,0x104 + 0x100 * n,3204,3204,Software Stop Trigger Register Channel n (n = 0 to 2)
49,2.14,PDCHGTRCHn,0x108,0x108 + 0x100 * n,3204,3205,Software Change Trigger Register Channel n (n = 0 to 2)
49,2.15,PDICRCHn,0x10C,0x10C + 0x100 * n,3205,3205,Interrupt Control Register Channel n (n = 0 to 2)
49,2.16,PDSDCRCHn,0x110,0x110 + 0x100 * n,3205,3206,Status Detection Control Register Channel n (n = 0 to 2)
49,2.17,PDSRCHn,0x114,0x114 + 0x100 * n,3206,3208,Status Register Channel n (n = 0 to 2)
49,2.18,PDSCRCHn,0x118,0x118 + 0x100 * n,3208,3208,Status Clear Register Channel n (n = 0 to 2)
49,2.19,PDMDSRCHn,0x120,0x120 + 0x100 * n,3208,3210,Mode Setting Register Channel n (n = 0 to 2)
49,2.20,PDSFCRCHn,0x124,0x124 + 0x100 * n,3210,3211,Sinc Filter Control Register Channel n (n = 0 to 2)
49,2.21,PDHFCS0RCHn,0x128,0x128 + 0x100 * n,3211,3212,High-pass Filter Coefficient s(0) Register Channel n (n = 0 to 2)
49,2.22,PDHFCK1RCHn,0x12C,0x12C + 0x100 * n,3212,3212,High-pass Filter Coefficient k(1) Register Channel n (n = 0 to 2)
49,2.23,PDHFCH0RCHn,0x130,0x130 + 0x100 * n,3212,3212,High-pass Filter Coefficient h(0) Register Channel n (n = 0 to 2)
49,2.24,PDHFCH1RCHn,0x134,0x134 + 0x100 * n,3212,3213,High-pass Filter Coefficient h(1) Register Channel n (n = 0 to 2)
49,2.25,PDCFCH00RCHn,0x138,0x138 + 0x100 * n,3213,3213,Compensation Filter Coefficient h(0) Register Channel n (n = 0 to 2)
49,2.26,PDCFCH01RCHn,0x13C,0x13C + 0x100 * n,3213,3213,Compensation Filter Coefficient h(1) Register Channel n (n = 0 to 2)
49,2.27,PDCFCH02RCHn,0x140,0x140 + 0x100 * n,3213,3214,Compensation Filter Coefficient h(2) Register Channel n (n = 0 to 2)
49,2.28,PDCFCH03RCHn,0x144,0x144 + 0x100 * n,3214,3214,Compensation Filter Coefficient h(3) Register Channel n (n = 0 to 2)
49,2.29,PDCFCH04RCHn,0x148,0x148 + 0x100 * n,3214,3214,Compensation Filter Coefficient h(4) Register Channel n (n = 0 to 2)
49,2.30,PDCFCH05RCHn,0x14C,0x14C + 0x100 * n,3214,3215,Compensation Filter Coefficient h(5) Register Channel n (n = 0 to 2)
49,2.31,PDCFCH06RCHn,0x150,0x150 + 0x100 * n,3215,3215,Compensation Filter Coefficient h(6) Register Channel n (n = 0 to 2)
49,2.32,PDCFCH07RCHn,0x154,0x154 + 0x100 * n,3215,3215,Compensation Filter Coefficient h(7) Register Channel n (n = 0 to 2)
49,2.33,PDCFCH08RCHn,0x158,0x158 + 0x100 * n,3215,3216,Compensation Filter Coefficient h(8) Register Channel n (n = 0 to 2)
49,2.34,PDCFCH09RCHn,0x15C,0x15C + 0x100 * n,3216,3216,Compensation Filter Coefficient h(9) Register Channel n (n = 0 to 2)
49,2.35,PDCFCH10RCHn,0x160,0x160 + 0x100 * n,3216,3216,Compensation Filter Coefficient h(10) Register Channel n (n = 0 to 2)
49,2.36,PDLFCH010RCHn,0x164,0x164 + 0x100 * n,3216,3217,Low-pass Filter Coefficient h0(10) Register Channel n (n = 0 to 2)
49,2.37,PDLFCH100RCHn,0x168,0x168 + 0x100 * n,3217,3217,Low-pass Filter Coefficient h1(0) Register Channel n (n = 0 to 2)
49,2.38,PDLFCH101RCHn,0x16C,0x16C + 0x100 * n,3217,3217,Low-pass Filter Coefficient h1(1) Register Channel n (n = 0 to 2)
49,2.39,PDLFCH102RCHn,0x170,0x170 + 0x100 * n,3217,3218,Low-pass Filter Coefficient h1 (2) Register Channel n (n = 0 to 2)
49,2.40,PDLFCH103RCHn,0x174,0x174 + 0x100 * n,3218,3218,Low-pass Filter Coefficient h1(3) Register Channel n (n = 0 to 2)
49,2.41,PDLFCH104RCHn,0x178,0x178 + 0x100 * n,3218,3219,Low-pass Filter Coefficient h1(4) Register Channel n (n = 0 to 2)
49,2.42,PDLFCH105RCHn,0x17C,0x17C + 0x100 * n,3219,3219,Low-pass Filter Coefficient h1(5) Register Channel n (n = 0 to 2)
49,2.43,PDLFCH106RCHn,0x180,0x180 + 0x100 * n,3219,3219,Low-pass Filter Coefficient h1(6) Register Channel n (n = 0 to 2)
49,2.44,PDLFCH107RCHn,0x184,0x184 + 0x100 * n,3219,3220,Low-pass Filter Coefficient h1(7) Register Channel n (n = 0 to 2)
49,2.45,PDLFCH108RCHn,0x188,0x188 + 0x100 * n,3220,3220,Low-pass Filter Coefficient h1(8) Register Channel n (n = 0 to 2)
49,2.46,PDLFCH109RCHn,0x18C,0x18C + 0x100 * n,3220,3221,Low-pass Filter Coefficient h1(9) Register Channel n (n = 0 to 2)
49,2.47,PDLFCH110RCHn,0x190,0x190 + 0x100 * n,3221,3221,Low-pass Filter Coefficient h1(10) Register Channel n (n = 0 to 2)
49,2.48,PDLFCH111RCHn,0x194,0x194 + 0x100 * n,3221,3221,Low-pass Filter Coefficient h1(11) Register Channel n (n = 0 to 2)
49,2.49,PDLFCH112RCHn,0x198,0x198 + 0x100 * n,3221,3222,Low-pass Filter Coefficient h1(12) Register Channel n (n = 0 to 2)
49,2.50,PDLFCH113RCHn,0x19C,0x19C + 0x100 * n,3222,3222,Low-pass Filter Coefficient h1(13) Register Channel n (n = 0 to 2)
49,2.51,PDLFCH114RCHn,0x1A0,0x1A0 + 0x100 * n,3222,3223,Low-pass Filter Coefficient h1(14) Register Channel n (n = 0 to 2)
49,2.52,PDLFCH115RCHn,0x1A4,0x1A4 + 0x100 * n,3223,3223,Low-pass Filter Coefficient h1(15) Register Channel n (n = 0 to 2)
49,2.53,PDLFCH116RCHn,0x1A8,0x1A8 + 0x100 * n,3223,3223,Low-pass Filter Coefficient h1(16) Register Channel n (n = 0 to 2)
49,2.54,PDLFCH117RCHn,0x1AC,0x1AC + 0x100 * n,3223,3224,Low-pass Filter Coefficient h1(17) Register Channel n (n = 0 to 2)
49,2.55,PDLFCH118RCHn,0x1B0,0x1B0 + 0x100 * n,3224,3224,Low-pass Filter Coefficient h1(18) Register Channel n (n = 0 to 2)
49,2.56,PDLFCH119RCHn,0x1B4,0x1B4 + 0x100 * n,3224,3224,Low-pass Filter Coefficient h1(19) Register Channel n (n = 0 to 2)
49,2.57,PDSDLTRCHn,0x1B8,0x1B8 + 0x100 * n,3224,3225,Sound Detection Lower Threshold Register Channel n (n = 0 to 2)
49,2.58,PDSDUTRCHn,0x1BC,0x1BC + 0x100 * n,3225,3225,Sound Detection Upper Threshold Register Channel n (n = 0 to 2)
49,2.59,PDDBCRCHn,0x1C0,0x1C0 + 0x100 * n,3225,3226,Data Buffer Control Register Channel n (n = 0 to 2)
49,2.60,PDSCTSRCHn,0x1C4,0x1C4 + 0x100 * n,3226,3226,Short Circuit Threshold Setting Register Channel n (n = 0 to 2)
49,2.61,PDOVLTRCHn,0x1C8,0x1C8 + 0x100 * n,3226,3226,Overvoltage Lower Threshold Register Channel n (n = 0 to 2)
49,2.62,PDOVUTRCHn,0x1CC,0x1CC + 0x100 * n,3226,3227,Overvoltage Upper Threshold Register Channel n (n = 0 to 2)
49,2.63,PDDRCRCHn,0x1E0,0x1E0 + 0x100 * n,3227,3227,Data Read Control Register Channel n (n = 0 to 2)
49,2.64,PDDCRCHn,0x1E4,0x1E4 + 0x100 * n,3227,3227,Data Clear Register Channel n (n = 0 to 2)
49,2.65,PDDRRCHn,0x1E8,0x1E8 + 0x100 * n,3227,3228,Data Read Register Channel n (n = 0 to 2)
49,2.66,PDDSRCHn,0x1EC,0x1EC + 0x100 * n,3228,3228,Data Status Register Channel n (n = 0 to 2)
50,2.1,JTIR,,,3258,3258,Instruction Register
50,2.2,JTIDR,,,3258,3259,ID Code Register
50,2.3,JTBPR,,,3259,3259,Bypass Register
50,2.4,JTBSR,,,3259,3259,Boundary Scan Register
51,8.1,PSARB,0x04,0x04,3284,3286,Peripheral Security Attribution Register B
51,8.2,PSARC,0x08,0x08,3286,3288,Peripheral Security Attribution Register C
51,8.3,PSARD,0x0C,0x0C,3288,3289,Peripheral Security Attribution Register D
51,8.4,PSARE,0x10,0x10,3289,3291,Peripheral Security Attribution Register E
51,8.5,MSSAR,0x14,0x14,3291,3292,Module Stop Security Attribution Register
51,8.6,PPARB,0x1C,0x1C,3292,3294,Peripheral Privilege Attribution Register B
51,8.7,PPARC,0x20,0x20,3294,3295,Peripheral Privilege Attribution Register C
51,8.8,PPARD,0x24,0x24,3295,3297,Peripheral Privilege Attribution Register D
51,8.9,PPARE,0x28,0x28,3297,3299,Peripheral Privilege Attribution Register E
51,8.10,MSPAR,0x2C,0x2C,3299,3299,Module Stop Privilege Attribution Register
51,8.11,CMSAMON,0x30,0x30,3299,3299,Code MRAM Security Attribution Monitor Register
51,8.12,SFSAMON,0x3C,0x3C,3299,3300,SiP Flash Security Attribution Monitor Register
51,8.13,DLMMON,0x38,0x38,3300,3300,Device Lifecycle Management State Monitor Register
51,8.14,MSAOAD,0x1010,0x1010,3300,3301,Master Security Attribution Operation After Detection Register
51,8.15,MSAPT,0x1014,0x1014,3301,3301,Master Security Attribution Protect Register
53,2.1.1,ADCLKENR,0x000,0x000,3317,3318,A/D Conversion Clock Enable Register
53,2.1.2,ADCLKSR,0x004,0x004,3318,3318,A/D Conversion Clock Status Register
53,2.1.3,ADCLKCR,0x008,0x008,3318,3319,A/D Conversion Clock Control Register
53,2.1.4,ADSYCR,0x00C,0x00C,3319,3320,A/D Converter Synchronous Operation Control Register
53,2.1.5,ADUSLPCR0,0x010,0x010,3320,3320,A/D Converter Unit Sleep Control Register 0
53,2.1.6,ADUSLPCR1,0x014,0x014,3320,3321,A/D Converter Unit Sleep Control Register 1
53,2.1.7,ADERINTCR,0x020,0x020,3321,3321,A/D Conversion Error Interrupt Enable Register
53,2.1.8,ADOVFINTCR,0x024,0x024,3321,3322,A/D Conversion Overflow Interrupt Enable Register
53,2.1.10,ADMDR,0x040,0x040,3322,3323,A/D Converter Mode Selection Register
53,2.1.9,ADCALINTCR,0x028,0x028,3322,3322,Calibration Interrupt Enable Register
53,2.2.1,ADGSPCR,0x044,0x044,3323,3324,A/D Group Scan Priority Control Register
53,2.2.2,ADSGER,0x048,0x048,3324,3325,Scan Group Enable Register
53,2.2.3,ADSGCR0,0x04C,0x04C,3325,3325,Scan Group Control Register 0
53,2.2.4,ADSGCR1,0x050,0x050,3325,3326,Scan Group Control Register 1
53,2.2.5,ADSGCR2,0x054,0x054,3326,3327,Scan Group Control Register 2
53,2.2.6,ADINTCR,0x05C,0x05C,3327,3327,Scan End Interrupt Enable Register
53,2.2.7,ADTRGEXTn,0x0C0,0x0C0 + 0x10 * n,3327,3328,External Trigger Enable Register n (n = 0 to 8)
53,2.2.8,ADTRGELCn,0x0C4,0x0C4 + 0x10 * n,3328,3328,ELC Trigger Enable Register n (n = 0 to 8)
53,2.2.9,ADTRGGPTn,0x0C8,0x0C8 + 0x10 * n,3328,3329,GPT Trigger Enable Register n (n = 0 to 8)
53,2.2.10,ADTRGENR,0xC08,0xC08,3329,3329,A/D Conversion Start Trigger Enable Register
53,2.2.11,ADTRGDLR0,0x1C0,0x1C0,3329,3330,A/D Conversion Start Trigger Delay Register 0
53,2.2.12,ADTRGDLR1,0x1C4,0x1C4,3330,3330,A/D Conversion Start Trigger Delay Register 1
53,2.2.13,ADTRGDLR2,0x1C8,0x1C8,3330,3330,A/D Conversion Start Trigger Delay Register 2
53,2.2.14,ADTRGDLR3,0x1CC,0x1CC,3330,3331,A/D Conversion Start Trigger Delay Register 3
53,2.2.15,ADTRGDLR4,0x1D0,0x1D0,3331,3331,A/D Conversion Start Trigger Delay Register 4
53,2.2.16,ADSWNR0,0x060,0x060,3331,3332,A/D conversion times per scan Register 0
53,2.2.17,ADSWNR1,0x064,0x064,3332,3334,A/D conversion times per scan Register 1
53,2.2.18,ADDECCR,0x080,0x080,3334,3334,One-channel Continuous Scan Mode Decimation Control Register
53,2.2.19,ADACMDR,0x084,0x084,3334,3335,A/D Converter Accuracy Mode Register
53,2.3.1,ADCHCRn,0x600,0x600 + 0x10 * n,3335,3337,A/D Conversion Channel Configuration Register n (n = 0 to 32)
53,2.3.2,ADDOPCRAn,0x604,0x604 + 0x10 * n,3337,3338,A/D Conversion Data Operation Control A Register n (n = 0 to 32)
53,2.3.3,ADDOPCRBn,0x608,0x608 + 0x10 * n,3338,3339,A/D Conversion Data Operation Control B Register n (n = 0 to 32)
53,2.3.4,ADDOPCRCn,0x60C,0x60C + 0x10 * n,3339,3340,A/D Conversion Data Operation Control C Register n (n = 0 to 32)
53,2.4.1,ADSGDCRn,0x200,0x200 + 0x04 * n,3340,3341,Scan Group Diagnosis Function Control Register n (n = 0 to 8)
53,2.4.2,ADSSTR0,0x240,0x240,3341,3342,Sampling State Table Register 0
53,2.4.3,ADSSTR1,0x244,0x244,3342,3342,Sampling State Table Register 1
53,2.4.4,ADSSTR2,0x248,0x248,3342,3342,Sampling State Table Register 2
53,2.4.5,ADSSTR3,0x24C,0x24C,3342,3343,Sampling State Table Register 3
53,2.4.6,ADSSTR4,0x250,0x250,3343,3343,Sampling State Table Register 4
53,2.4.7,ADSSTR5,0x254,0x254,3343,3344,Sampling State Table Register 5
53,2.4.10,ADCNVSTR,0x260,0x260,3344,3345,A/D Conversion State Register
53,2.4.8,ADSSTR6,0x258,0x258,3344,3344,Sampling State Table Register 6
53,2.4.9,ADSSTR7,0x25C,0x25C,3344,3344,Sampling State Table Register 7
53,2.5.1,ADSHCR0,0x280,0x280,3345,3346,Channel-dedicated Sample-and-hold Circuit Control Register 0
53,2.5.2,ADSHCR1,0x28C,0x28C,3346,3347,Channel-dedicated Sample-and-hold Circuit Control Register 1
53,2.5.3,ADSHDCR0,0x284,0x284,3347,3348,Channel-dedicated Sample-and-hold Circuit Diagnosis Control
53,2.5.4,ADSHDCR1,0x290,0x290,3348,3348,Channel-dedicated Sample-and-hold Circuit Diagnosis Control
53,2.5.5,ADSHSTR0,0x288,0x288,3348,3349,Channel-dedicated Sample-and-hold Circuit State Register 0
53,2.5.6,ADSHSTR1,0x294,0x294,3349,3349,Channel-dedicated Sample-and-hold Circuit State Register 1
53,2.5.7,ADSHSBPCR,0x310,0x310,3349,3351,Channel-dedicated Sample-and-hold Circuit Single-ended Input
53,2.5.8,ADSHDBPCR,0x314,0x314,3351,3352,Channel-dedicated Sample-and-hold Circuit Differential Input
53,2.5.9,ADSHSDCR0,0x318,0x318,3352,3354,Channel-dedicated Sample-and-hold Circuit Self-diagnosis
53,2.5.10,ADSHSDCR1,0x31C,0x31C,3354,3355,Channel-dedicated Sample-and-hold Circuit Self-diagnosis
53,2.5.11,ADSHCSCR,0xC04,0xC04,3355,3355,Channel-Dedicated Sample & Hold Circuit Constant Sampling
53,2.5.12,ADREFCR,0x320,0x320,3355,3356,Internal Reference Voltage Monitor Enable Register
53,2.6.1,ADDFSRn,0x340,0x340 + 0x04 * n,3356,3356,"A/D Converter Digital Filter Selection Register n (n = 0, 1)"
53,2.7.1,ADCALSTCR,0x264,0x264,3356,3357,A/D Converter Self-calibration State Register
53,2.7.2,ADCALSHCR,0x2B0,0x2B0,3357,3357,Channel-dedicated Sample-and-hold Circuit Self-calibration State
53,2.7.3,ADUOFTRn,0x360,0x360 + 0x04 * n,3357,3358,User Offset Table Register n (n = 0 to 7)
